codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao
43726,ACIDENTE,"PERDA DE CONTROLE EM VOO",ALEGRETE,RS,BRASIL,****,2010-12-29,10:35:00,SIM,SERIPA-5,FINALIZADA,A-087/CENIPA/2012,1,2012-08-29,6,1,NULL,2016-07-30
52839,ACIDENTE,"PERDA DE CONTROLE NO SOLO",ALEGRETE,RS,BRASIL,****,2014-12-23,20:00:00,SIM,SERIPA-5,FINALIZADA,A-207/CENIPA/2014,1,2015-10-19,0,1,NULL,2016-07-30
51053,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",ALEGRETE,RS,BRASIL,****,2014-02-06,13:00:00,SIM,SERIPA-5,FINALIZADA,IG-026/CENIPA/2014,1,2015-07-21,0,1,NULL,2016-07-30
49911,ACIDENTE,"PERDA DE CONTROLE EM VOO",ALEGRETE,RS,BRASIL,SSLT,2013-10-05,21:00:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
52836,ACIDENTE,"PERDA DE CONTROLE EM VOO",ALEGRETE,RS,BRASIL,****,2014-12-18,19:00:00,SIM,SERIPA-5,FINALIZADA,A-203/CENIPA/2014,1,2015-11-16,0,1,NULL,2016-07-30
47652,ACIDENTE,"PERDA DE CONTROLE NO SOLO",ALEGRETE,RS,BRASIL,****,2013-03-12,18:40:00,SIM,SERIPA-5,FINALIZADA,A-051/CENIPA/2013,1,2014-03-27,0,1,NULL,2016-07-30
46094,ACIDENTE,"PERDA DE CONTROLE NO SOLO","ALTO GARÇAS",MT,BRASIL,****,2012-07-07,14:30:00,SIM,SERIPA-6,FINALIZADA,A-127/CENIPA/2013,1,2013-11-27,0,1,1,2016-07-30
43776,ACIDENTE,"PERDA DE CONTROLE NO SOLO","ALTO GARÇAS",MT,BRASIL,SWDC,2011-01-25,14:40:00,SIM,SERIPA-6,FINALIZADA,A-023/CENIPA/2011,1,2011-06-30,3,1,1,2016-07-30
50979,ACIDENTE,"POUSO SEM TREM","SANTA ROSA DO PURUS",AC,BRASIL,SSPQ,2014-03-11,20:00:00,SIM,SERIPA-7,FINALIZADA,A-052/CENIPA/2014,1,2014-08-22,0,1,NULL,2016-07-30
45237,"INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO","SENADOR GUIOMARD",AC,BRASIL,****,2011-12-05,19:00:00,SIM,SERIPA-7,ATIVA,IG-568/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
53265,ACIDENTE,"PERDA DE CONTROLE NO SOLO",PACARAIMA,RR,BRASIL,SDMM,2015-05-05,16:05:00,SIM,SERIPA-7,ATIVA,A-067/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
52651,ACIDENTE,"PANE SECA",RORAINÓPOLIS,RR,BRASIL,****,2014-10-26,17:30:00,SIM,SERIPA-7,FINALIZADA,A-177/CENIPA/2014,1,2015-08-04,1,1,NULL,2016-07-30
31859,ACIDENTE,"FALHA DO MOTOR EM VOO","SENA MADUREIRA",AC,BRASIL,****,2008-03-07,13:55:00,SIM,SERIPA-7,FINALIZADA,A-565/CENIPA/2015,1,2016-04-22,0,1,NULL,2016-07-30
52632,ACIDENTE,INDETERMINADA,"SENA MADUREIRA",AC,BRASIL,****,2014-10-05,12:00:00,SIM,SERIPA-7,FINALIZADA,A-167/CENIPA/2014,1,2015-04-30,0,1,NULL,2016-07-30
25820,ACIDENTE,"FALHA DO MOTOR EM VOO",OIAPOQUE,AP,BRASIL,****,2006-01-02,12:40:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
50511,"INCIDENTE GRAVE","COLISÃO EM VOO COM OBSTÁCULO",ALMEIRIM,PA,BRASIL,****,2013-11-10,12:30:00,SIM,SERIPA-1,FINALIZADA,IG-203/CENIPA/2013,1,2015-04-24,1,1,NULL,2016-07-30
27260,ACIDENTE,"FALHA DO MOTOR EM VOO",ALMEIRIM,PA,BRASIL,****,2006-06-28,13:20:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
47142,ACIDENTE,"PERDA DE CONTROLE EM VOO",ALMEIRIM,PA,BRASIL,SBMD,2013-03-12,12:30:00,SIM,SERIPA-1,FINALIZADA,A-052/CENIPA/2013,1,2014-11-24,3,1,NULL,2016-07-30
51012,ACIDENTE,INDETERMINADA,"ALTO PARAGUAI",MT,BRASIL,****,2014-02-19,14:30:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
46569,ACIDENTE,"OUTROS TIPOS",ALTÔNIA,PR,BRASIL,****,2012-11-08,19:00:00,SIM,SERIPA-5,FINALIZADA,A-150/CENIPA/2013,1,2013-10-21,0,1,NULL,2016-07-30
45938,ACIDENTE,"POUSO LONGO","ALTO HORIZONTE",GO,BRASIL,****,2012-06-20,16:15:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
34659,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO",ALTAMIRA,PA,BRASIL,****,2008-12-08,17:50:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46209,"INCIDENTE GRAVE","OUTROS TIPOS",ALTAMIRA,PA,BRASIL,****,2012-08-04,10:10:00,SIM,SERIPA-1,FINALIZADA,IG-131/CENIPA/2013,1,2013-10-21,2,1,NULL,2016-07-30
43899,ACIDENTE,"COM TREM DE POUSO",ALTAMIRA,PA,BRASIL,SBHT,2011-02-21,21:45:00,SIM,SERIPA-1,FINALIZADA,A-012/CENIPA/2013,1,2013-11-29,6,1,1,2016-07-30
46337,ACIDENTE,"PERDA DE CONTROLE NO SOLO","ALTO PARAÍSO DE GOIÁS",GO,BRASIL,SDXF,2012-09-12,12:00:00,SIM,SERIPA-6,FINALIZADA,A-590/CENIPA/2014,1,2014-10-08,0,1,1,2016-07-30
31396,ACIDENTE,"FALHA DO MOTOR EM VOO","ALTO TAQUARI",MT,BRASIL,****,2008-01-05,09:30:00,SIM,SERIPA-4,FINALIZADA,A-020/CENIPA/2008,1,2008-12-30,9,1,NULL,2016-07-30
44656,"INCIDENTE GRAVE","POUSO LONGO",ARACRUZ,ES,BRASIL,****,2011-06-18,09:10:00,SIM,SERIPA-3,ATIVA,IG-551/CENIPA/2016,NULL,NULL,0,1,1,2016-07-30
51655,ACIDENTE,"OUTROS TIPOS","BOA VISTA DO RAMOS",AM,BRASIL,****,2014-07-05,12:10:00,SIM,SERIPA-7,ATIVA,A-119/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
48795,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",ANAJÁS,PA,BRASIL,****,2013-06-09,19:10:00,SIM,SERIPA-1,FINALIZADA,A-112/CENIPA/2013,1,2014-03-27,1,1,NULL,2016-07-30
48791,ACIDENTE,"OUTROS TIPOS",ANAJÁS,PA,BRASIL,****,2013-06-08,13:30:00,SIM,SERIPA-1,FINALIZADA,A-111/CENIPA/2013,1,2014-04-07,1,1,NULL,2016-07-30
29095,ACIDENTE,"COM HÉLICE",ANAJÁS,PA,BRASIL,****,2007-02-08,12:25:00,SIM,SERIPA-1,FINALIZADA,A-054/CENIPA/2009,1,2009-09-29,12,1,NULL,2016-07-30
51019,"INCIDENTE GRAVE","POUSO BRUSCO","CABO FRIO",RJ,BRASIL,SBCB,2014-02-16,09:52:00,SIM,SERIPA-3,ATIVA,IG-037/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
53115,ACIDENTE,"PERDA DE CONTROLE EM VOO",UIRAMUTÃ,RR,BRASIL,SJYR,2015-02-22,17:30:00,SIM,SERIPA-7,ATIVA,A-025/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
50810,ACIDENTE,"ESTOURO DE PNEU",UIRAMUTÃ,RR,BRASIL,SJLO,2014-02-19,17:35:00,SIM,SERIPA-7,FINALIZADA,A-039/CENIPA/2014,1,2014-08-22,0,1,1,2016-07-30
52293,"INCIDENTE GRAVE","POUSO LONGO",UIRAMUTÃ,RR,BRASIL,SWPD,2014-08-20,18:57:00,SIM,SERIPA-7,FINALIZADA,IG-142/CENIPA/2014,1,2015-03-06,0,1,1,2016-07-30
40088,ACIDENTE,"POUSO LONGO",UIRAMUTÃ,RR,BRASIL,****,2010-03-19,13:10:00,SIM,SERIPA-7,FINALIZADA,A-034/CENIPA/2011,1,2011-07-21,3,1,1,2016-07-30
40350,"INCIDENTE GRAVE","PANE SECA",UIRAMUTÃ,RR,BRASIL,****,2010-04-17,20:30:00,SIM,SERIPA-7,FINALIZADA,I-035/CENIPA/2011,1,2016-04-29,0,1,NULL,2016-07-30
45571,ACIDENTE,"OUTROS TIPOS",ANANINDEUA,PA,BRASIL,****,2012-02-23,13:40:00,SIM,SERIPA-1,ATIVA,A-531/CENIPA/2015,NULL,NULL,2,1,NULL,2016-07-30
26643,ACIDENTE,"FALHA DO MOTOR EM VOO",APIACÁS,MT,BRASIL,****,2006-03-21,16:30:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
30180,ACIDENTE,"PERDA DE CONTROLE EM VOO",BORBA,AM,BRASIL,****,2007-08-09,12:55:00,SIM,SERIPA-1,FINALIZADA,A-019/CENIPA/2010,1,2010-04-06,7,1,NULL,2016-07-30
27469,ACIDENTE,"PERDA DE CONTROLE EM VOO",BORBA,AM,BRASIL,****,2006-08-24,14:30:00,SIM,SERIPA-7,FINALIZADA,A-525/CENIPA/2014,1,2014-10-14,1,1,NULL,2016-07-30
50236,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","CANDEIAS DO JAMARI",RO,BRASIL,****,2013-12-29,19:00:00,***,SERIPA-7,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
32155,"INCIDENTE GRAVE","FOGO EM VOO",CAAPIRANGA,AM,BRASIL,****,2008-02-02,13:35:00,SIM,SERIPA-7,FINALIZADA,"IG - 553/CENIPA/2015",1,2016-06-03,1,1,NULL,2016-07-30
44543,ACIDENTE,"MANOBRAS A BAIXA ALTURA",ANGÉLICA,MS,BRASIL,****,2011-05-24,09:45:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
27853,ACIDENTE,"POUSO LONGO",ANAPU,PA,BRASIL,****,2006-09-15,18:30:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
39707,"INCIDENTE GRAVE","COM TREM DE POUSO",CANUTAMA,AM,BRASIL,****,2010-01-09,12:30:00,SIM,SERIPA-7,FINALIZADA,IG-028/CENIPA/2011,1,2011-07-21,3,1,NULL,2016-07-30
39315,ACIDENTE,"OUTROS TIPOS",CANUTAMA,AM,BRASIL,****,2010-01-15,20:22:00,SIM,SERIPA-7,ATIVA,A-519/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
48799,ACIDENTE,"COM TREM DE POUSO",CANUTAMA,AM,BRASIL,****,2013-06-18,21:30:00,SIM,SERIPA-7,FINALIZADA,A-114/CENIPA/2013,1,2013-07-09,0,1,NULL,2016-07-30
53183,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO",AMAPORÃ,PR,BRASIL,****,2015-03-02,23:00:00,SIM,CENIPA,ATIVA,A-031/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
41488,ACIDENTE,"PERDA DE CONTROLE EM VOO",AQUIRAZ,CE,BRASIL,****,2010-06-13,12:50:00,***,SERIPA-2,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
51011,ACIDENTE,"PERDA DE CONTROLE EM VOO",AQUIRAZ,CE,BRASIL,****,2014-05-03,15:30:00,SIM,SERIPA-2,ATIVA,A-091/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
45930,ACIDENTE,"OUTROS TIPOS",AQUIRAZ,CE,BRASIL,****,2011-12-29,12:00:00,SIM,SERIPA-2,ATIVA,A-545/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
34040,ACIDENTE,"FALHA DO MOTOR EM VOO","BOCA DA MATA",AL,BRASIL,****,2008-08-04,10:10:00,SIM,SERIPA-2,FINALIZADA,A-113/CENIPA/2012,1,2012-10-17,1,1,NULL,2016-07-30
45151,ACIDENTE,"PERDA DE CONTROLE EM VOO",CARAUARI,AM,BRASIL,SWCA,2011-10-09,19:35:00,SIM,SERIPA-7,FINALIZADA,A-046/CENIPA/2013,1,2016-03-18,1,1,NULL,2016-07-30
45235,"INCIDENTE GRAVE","PERDA DE COMPONENTE EM VOO",CARAUARI,AM,BRASIL,****,2011-11-27,12:40:00,SIM,SERIPA-7,ATIVA,IG-548/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
33695,ACIDENTE,"COM TREM DE POUSO",CARAUARI,AM,BRASIL,SWCA,2006-09-30,18:00:00,SIM,SERIPA-7,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45859,"INCIDENTE GRAVE","COM TREM DE POUSO",AMARGOSA,BA,BRASIL,SNAZ,2012-05-19,13:40:00,SIM,SERIPA-2,FINALIZADA,IG-114/CENIPA/2013,1,2013-10-21,2,1,NULL,2016-07-30
52993,"INCIDENTE GRAVE","FOGO NO SOLO","CAMPOS DOS GOYTACAZES",RJ,BRASIL,SBFS,2015-01-27,12:25:00,SIM,SERIPA-3,ATIVA,IG-012/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
33278,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE","CAMPOS DOS GOYTACAZES",RJ,BRASIL,****,2008-07-11,13:13:00,SIM,SERIPA-3,FINALIZADA,IG-027/CENIPA/2009,1,2009-04-27,10,1,NULL,2016-07-30
53199,ACIDENTE,"PERDA DE CONTROLE EM VOO","ASSUNÇÃO DO PIAUÍ",PI,BRASIL,****,2015-04-11,22:00:00,SIM,SERIPA-2,FINALIZADA,A-059/CENIPA/2015,1,2016-02-15,0,1,NULL,2016-07-30
45238,ACIDENTE,"CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO",AIMORÉS,MG,BRASIL,****,2011-11-12,21:30:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
52945,ACIDENTE,"FALHA DO MOTOR EM VOO",AQUIDAUANA,MS,BRASIL,****,2014-12-30,20:00:00,SIM,SERIPA-4,FINALIZADA,A-214/CENIPA/2014,1,2016-06-23,0,1,NULL,2016-07-30
27809,ACIDENTE,"COLISÃO COM OBSTÁCULO NO SOLO",BAGRE,PA,BRASIL,****,2006-08-14,13:26:00,SIM,SERIPA-1,FINALIZADA,A-026/CENIPA/2010,1,2010-04-28,1,1,NULL,2016-07-30
45094,"INCIDENTE GRAVE","PERDA DE COMPONENTE EM VOO",ANÁPOLIS,GO,BRASIL,SWNS,2011-09-29,20:00:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
29215,ACIDENTE,"FALHA DO MOTOR EM VOO",ANÁPOLIS,GO,BRASIL,****,2007-05-17,10:35:00,SIM,SERIPA-6,FINALIZADA,A-004/CENIPA/2008,1,2008-03-14,15,1,NULL,2016-07-30
37796,ACIDENTE,"COM TREM DE POUSO",ANÁPOLIS,GO,BRASIL,****,2009-06-18,18:40:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
40269,"INCIDENTE GRAVE","COM TREM DE POUSO",ANÁPOLIS,GO,BRASIL,SWNS,2010-04-07,19:30:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
34555,ACIDENTE,"PERDA DE CONTROLE EM VOO",ANÁPOLIS,GO,BRASIL,SWNS,2008-11-28,20:50:00,SIM,SERIPA-6,FINALIZADA,A-086/CENIPA/2010,1,2010-11-12,3,1,NULL,2016-07-30
53204,"INCIDENTE GRAVE","COLISÃO DE VEÍCULO COM AERONAVE",ANÁPOLIS,GO,BRASIL,SWNS,2015-04-09,13:13:00,SIM,SERIPA-6,ATIVA,IG-058/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
51756,"INCIDENTE GRAVE","PANE SECA",ANÁPOLIS,GO,BRASIL,****,2014-07-07,12:46:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
45025,ACIDENTE,"FALHA DO MOTOR EM VOO",ANÁPOLIS,GO,BRASIL,****,2011-08-25,18:30:00,SIM,SERIPA-6,FINALIZADA,A-509/CENIPA/2014,1,2015-03-20,1,1,NULL,2016-07-30
40087,ACIDENTE,"FALHA DO MOTOR EM VOO",ANÁPOLIS,GO,BRASIL,****,2010-03-26,10:45:00,SIM,SERIPA-6,FINALIZADA,A-082/CENIPA/2011,1,2011-09-23,4,1,NULL,2016-07-30
45053,ACIDENTE,"PERDA DE CONTROLE EM VOO",ÂNGULO,PR,BRASIL,****,2011-09-13,11:35:00,SIM,SERIPA-5,FINALIZADA,A-022/CENIPA/2013,1,2013-07-26,2,1,NULL,2016-07-30
52978,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","BAIXA GRANDE DO RIBEIRO",PI,BRASIL,****,2015-01-14,10:50:00,SIM,SERIPA-2,ATIVA,A-007/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
28475,"INCIDENTE GRAVE","POUSO SEM TREM",ARCOVERDE,PE,BRASIL,****,2007-01-30,16:30:00,SIM,SERIPA-2,ATIVA,IG-591/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
45087,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",ARÊS,RN,BRASIL,****,2011-10-07,08:30:00,SIM,SERIPA-2,ATIVA,A-550/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
49617,"INCIDENTE GRAVE","COM TREM DE POUSO","CACHOEIRO DE ITAPEMIRIM",ES,BRASIL,SNKI,2013-08-31,13:00:00,SIM,SERIPA-3,FINALIZADA,IG-155/CENIPA/2013,1,2014-06-16,0,1,NULL,2016-07-30
44545,ACIDENTE,"PERDA DE CONTROLE NO SOLO",COARI,AM,BRASIL,****,2011-05-24,13:43:00,SIM,SERIPA-7,ATIVA,A-531/CENIPA/2016,NULL,NULL,0,1,1,2016-07-30
27081,"INCIDENTE GRAVE","COLISÃO COM OBSTÁCULO NO SOLO",COARI,AM,BRASIL,SJQY,2006-01-27,13:00:00,SIM,SERIPA-7,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52287,"INCIDENTE GRAVE","FOD - DANO CAUSADO POR OBJETO ESTRANHO",COARI,AM,BRASIL,****,2014-08-16,11:57:00,SIM,SERIPA-7,ATIVA,IG-135/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
46282,"INCIDENTE GRAVE","POUSO SEM TREM",COARI,AM,BRASIL,SWKO,2012-08-12,12:20:00,SIM,SERIPA-7,FINALIZADA,IG-134/CENIPA/2013,1,2014-10-02,0,1,NULL,2016-07-30
44597,"INCIDENTE GRAVE","COLISÃO EM VOO COM OBJETO REBOCADO",COARI,AM,BRASIL,****,2011-06-03,18:00:00,SIM,SERIPA-7,FINALIZADA,IG-518/CENIPA/2016,1,2016-06-23,1,1,NULL,2016-07-30
32377,ACIDENTE,"FALHA DO MOTOR EM VOO",COARI,AM,BRASIL,SWKO,2008-04-21,19:00:00,SIM,CENIPA,FINALIZADA,A-031/CENIPA/2010,1,2010-05-05,9,1,1,2016-07-30
51414,ACIDENTE,"OUTROS TIPOS",COARI,AM,BRASIL,SBUY,2014-05-30,02:16:00,SIM,CENIPA,ATIVA,A-101/CENIPA/2014,NULL,NULL,6,1,NULL,2016-07-30
46584,ACIDENTE,"FALHA DO MOTOR EM VOO",ARAPUTANGA,MT,BRASIL,****,2012-11-08,12:10:00,SIM,SERIPA-6,FINALIZADA,A-536/CENIPA/2015,1,2015-08-23,0,1,NULL,2016-07-30
53191,ACIDENTE,"FALHA DO MOTOR EM VOO","ÁLVARES MACHADO",SP,BRASIL,SDEM,2015-04-04,20:30:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
43389,ACIDENTE,"OUTROS TIPOS",ANDARAÍ,BA,BRASIL,****,2010-11-09,18:30:00,SIM,SERIPA-2,FINALIZADA,A-057/CENIPA/2011,1,2011-08-01,1,1,NULL,2016-07-30
45251,ACIDENTE,"PERDA DE CONTROLE NO SOLO","ARROIO GRANDE",RS,BRASIL,****,2011-12-10,11:55:00,SIM,SERIPA-5,ATIVA,A-547/CENIPA/2016,NULL,NULL,0,1,1,2016-07-30
45586,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","ARROIO GRANDE",RS,BRASIL,****,2012-02-15,13:00:00,SIM,SERIPA-5,FINALIZADA,A-082/8CENIPA/2013,1,2013-11-27,0,1,NULL,2016-07-30
52946,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","ARROIO GRANDE",RS,BRASIL,****,2014-12-30,08:50:00,SIM,SERIPA-5,ATIVA,A-212/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
39323,ACIDENTE,"PERDA DE CONTROLE EM VOO","CASIMIRO DE ABREU",RJ,BRASIL,****,2010-01-24,16:15:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
28455,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",BALSAS,MA,BRASIL,****,2007-02-23,18:30:00,SIM,SERIPA-1,FINALIZADA,A-016/CENIPA/2009,1,2009-04-27,9,1,NULL,2016-07-30
52973,ACIDENTE,"PERDA DE CONTROLE EM VOO",BALSAS,MA,BRASIL,****,2015-02-07,11:30:00,SIM,SERIPA-1,FINALIZADA,A-020/CENIPA/2015,1,2015-04-15,0,1,NULL,2016-07-30
46338,ACIDENTE,"OUTROS TIPOS",BALSAS,MA,BRASIL,****,2012-09-12,20:50:00,SIM,SERIPA-1,FINALIZADA,A-527/CENIPA/2014,1,2014-08-22,0,1,NULL,2016-07-30
53564,ACIDENTE,"PERDA DE CONTROLE EM VOO",BALSAS,MA,BRASIL,SNBS,2015-11-09,19:30:00,SIM,SERIPA-1,ATIVA,A-147/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
52262,ACIDENTE,INDETERMINADA,BALSAS,MA,BRASIL,****,2014-08-03,09:10:00,SIM,SERIPA-1,ATIVA,A-130/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
53474,ACIDENTE,"PANE SECA",BELÉM,PA,BRASIL,****,2015-09-13,13:17:00,***,SERIPA-1,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
44996,"INCIDENTE GRAVE","POUSO SEM TREM",BELÉM,PA,BRASIL,SBJC,2011-08-19,11:11:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
45528,ACIDENTE,"PANE SECA",BELÉM,PA,BRASIL,****,2012-02-08,01:44:00,SIM,SERIPA-1,FINALIZADA,A-055/CENIPA/2013,1,2014-09-29,3,1,NULL,2016-07-30
28156,"INCIDENTE GRAVE","ESTOURO DE PNEU",BELÉM,PA,BRASIL,SBBE,2006-12-16,17:40:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
42997,ACIDENTE,"FALHA DO MOTOR EM VOO",BELÉM,PA,BRASIL,SBJC,2010-09-24,18:10:00,SIM,SERIPA-1,FINALIZADA,A-035/CENIPA/2012,1,2012-03-22,6,1,NULL,2016-07-30
47699,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE",BELÉM,PA,BRASIL,SBBE,2013-04-22,11:28:00,SIM,SERIPA-1,FINALIZADA,IG-076/CENIPA/2013,1,2013-09-16,2,1,1,2016-07-30
48879,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",BELÉM,PA,BRASIL,SBJC,2013-06-26,12:45:00,SIM,SERIPA-1,FINALIZADA,IG-120/CENIPA/2013,1,2014-06-16,0,1,1,2016-07-30
45901,ACIDENTE,"OUTROS TIPOS",BELÉM,PA,BRASIL,SBJC,2012-06-01,15:08:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46712,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",BELÉM,PA,BRASIL,SBJC,2012-12-06,13:15:00,SIM,SERIPA-1,FINALIZADA,IG-603/CENIPA/2014,1,2014-10-10,0,1,1,2016-07-30
49611,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE",BELÉM,PA,BRASIL,****,2013-09-03,17:45:00,SIM,SERIPA-1,FINALIZADA,A-160/CENIPA/2013,1,2015-07-21,1,1,NULL,2016-07-30
42960,"INCIDENTE GRAVE","COM TREM DE POUSO",BELÉM,PA,BRASIL,****,2010-10-04,13:50:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52551,"INCIDENTE GRAVE","COM TREM DE POUSO",BELÉM,PA,BRASIL,SBJC,2014-09-16,12:00:00,SIM,SERIPA-1,FINALIZADA,IG-157/CENIPA/2014,1,2015-04-30,0,1,1,2016-07-30
46411,ACIDENTE,"COLISÃO COM OBSTÁCULO NO SOLO",BELÉM,PA,BRASIL,SBBE,2012-09-23,18:35:00,SIM,SERIPA-1,FINALIZADA,A-018/CENIPA/2014,1,2014-06-02,1,1,NULL,2016-07-30
30475,ACIDENTE,"FALHA DO MOTOR EM VOO",BELÉM,PA,BRASIL,****,2007-09-03,17:43:00,SIM,SERIPA-1,FINALIZADA,A-055/CENIPA/2010,1,2010-07-01,5,1,NULL,2016-07-30
45490,ACIDENTE,"DESORIENTAÇÃO ESPACIAL",BELÉM,PA,BRASIL,****,2012-02-25,11:47:00,SIM,SERIPA-1,FINALIZADA,A-058/CENIPA/2013,1,2013-11-27,1,1,NULL,2016-07-30
52291,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",BELÉM,PA,BRASIL,SBBE,2014-08-19,08:45:00,SIM,SERIPA-1,FINALIZADA,IG-139/CENIPA/2014,1,2015-04-30,0,1,NULL,2016-07-30
47879,ACIDENTE,"FALHA DO MOTOR EM VOO",BELÉM,PA,BRASIL,****,2013-04-26,12:15:00,SIM,SERIPA-1,FINALIZADA,A-083/CENIPA/2013,1,2014-10-27,2,1,NULL,2016-07-30
53357,"INCIDENTE GRAVE","COM TREM DE POUSO",BELÉM,PA,BRASIL,SBJC,2015-07-03,13:33:00,SIM,SERIPA-1,FINALIZADA,IG-095/CENIPA/2015,1,2016-06-23,0,1,1,2016-07-30
43977,ACIDENTE,"FALHA DO MOTOR EM VOO",ARIPUANÃ,MT,BRASIL,****,2011-02-28,20:45:00,SIM,SERIPA-6,FINALIZADA,A-089/CENIPA/2011,1,2011-09-23,3,1,NULL,2016-07-30
51001,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",ARIPUANÃ,MT,BRASIL,****,2014-04-06,11:30:00,SIM,SERIPA-6,ATIVA,A-070/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
50978,ACIDENTE,"PERDA DE COMPONENTE EM VOO",ARIPUANÃ,MT,BRASIL,****,2014-03-09,13:40:00,SIM,SERIPA-6,FINALIZADA,A-050/CENIPA/2014,1,2015-04-30,0,1,NULL,2016-07-30
44399,ACIDENTE,"PANE SECA",CASTELO,ES,BRASIL,****,2011-04-16,16:15:00,SIM,SERIPA-3,FINALIZADA,A-513/CENIPA/2016,1,2016-04-22,1,1,NULL,2016-07-30
