codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao
1899,38316,PPGOI,268,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,SSSC,SSSC,"CORRIDA APÓS POUSO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
1914,50980,PTUIB,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,1994,BRASIL,TPP,PARTICULAR,SBIH,SBEK,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1,2016-07-30
1969,46581,PPZBI,3992,ULTRALEVE,***,"EAGLE II",PISTÃO,1,525,2,1987,BRASIL,PET,EXPERIMENTAL,****,****,MANOBRA,EXPERIMENTAL,DESTRUÍDA,2,2016-07-30
1986,52948,PPFLD,279,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1990,BRASIL,PRI,INSTRUÇÃO,SBSJ,SBSJ,POUSO,INSTRUÇÃO,LEVE,NULL,2016-07-30
2002,27812,PTHBJ,4186,HELICÓPTERO,"BELL HELICOPTER",206B,TURBOEIXO,1,1451,5,1968,BRASIL,TPX,"TÁXI AÉREO",****,****,DECOLAGEM,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
2007,36842,PTIOH,5193,AVIÃO,"CESSNA AIRCRAFT",310Q,PISTÃO,2,2404,6,1992,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",LEVE,NULL,2016-07-30
2025,46259,PTVEH,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-810D,PISTÃO,2,2155,6,1987,BRASIL,TPP,PARTICULAR,****,****,"CORRIDA APÓS POUSO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2026,34257,PTOGE,5121,AVIÃO,"CESSNA AIRCRAFT",208,TURBOÉLICE,1,3629,11,1990,BRASIL,TPX,"TÁXI AÉREO",SBML,SBSR,CRUZEIRO,"TÁXI AÉREO",NENHUM,NULL,2016-07-30
2061,45654,PPGFD,267,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1992,BRASIL,PRI,INSTRUÇÃO,SSKT,****,TÁXI,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2064,43361,PPGKG,301,AVIÃO,"PIPER AIRCRAFT",PA-18,PISTÃO,1,680,2,1950,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2101,45285,PPFHP,296,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1988,BRASIL,PRI,INSTRUÇÃO,SBUL,SWKT,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2101,53108,PPFHP,296,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1988,BRASIL,PRI,INSTRUÇÃO,SBUL,SBUL,DECOLAGEM,INSTRUÇÃO,NENHUM,NULL,2016-07-30
2133,43706,PTRHW,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721D,PISTÃO,1,1633,7,1980,BRASIL,TPP,PARTICULAR,SSPX,SWEI,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
2148,27140,PTOZR,3259,AVIÃO,"BEECH AIRCRAFT",C90,TURBOÉLICE,2,4377,10,1983,BRASIL,TPX,"TÁXI AÉREO",****,****,INDETERMINADA,"TÁXI AÉREO",***,NULL,2016-07-30
2151,49611,PTDDG,4877,AVIÃO,"CESSNA AIRCRAFT",U206C,PISTÃO,1,1633,6,1968,BRASIL,TPX,"TÁXI AÉREO",SBJC,SNVS,DECOLAGEM,"TÁXI AÉREO",DESTRUÍDA,3,2016-07-30
2200,44775,PPEJB,5193,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2,2155,6,1982,BRASIL,TPX,"TÁXI AÉREO",****,****,CRUZEIRO,"TÁXI AÉREO",DESTRUÍDA,4,2016-07-30
2224,45756,PTEDC,4088,AVIÃO,EMBRAER,"EMB-820C NAVAJO",PISTÃO,2,3175,10,1976,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
2226,46919,PTOMU,4832,AVIÃO,"CESSNA AIRCRAFT",650,JATO,2,9979,11,1991,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",LEVE,NULL,2016-07-30
2259,45233,PPGMM,269,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,3,1992,BRASIL,PRI,INSTRUÇÃO,****,****,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2264,44404,PTLRS,2765,AVIÃO,"BEECH AIRCRAFT",58,PISTÃO,2,2449,6,1974,BRASIL,TPX,"TÁXI AÉREO",****,****,DECOLAGEM,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
2268,50347,PPGQW,170,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,SSKZ,****,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2272,48660,PTAVJ,1289,AVIÃO,"CESSNA AIRCRAFT",150J,PISTÃO,1,726,2,1969,BRASIL,PRI,INSTRUÇÃO,SBSV,SBLE,DECOLAGEM,INSTRUÇÃO,LEVE,NULL,2016-07-30
2289,30915,PTWIB,997,AVIÃO,"CESSNA AIRCRAFT",S550,JATO,2,6849,11,1987,BRASIL,TPX,"TÁXI AÉREO",****,****,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
2327,37578,PTLQE,3992,AVIÃO,"BEECH AIRCRAFT",C90,TURBOÉLICE,2,4377,8,1983,BRASIL,TPP,PARTICULAR,SBBH,SNNU,POUSO,PRIVADA,DESTRUÍDA,NULL,2016-07-30
2336,41749,PTVDA,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-810D,PISTÃO,2,2155,6,1986,BRASIL,TPP,PARTICULAR,SBRF,SBKG,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
2356,45228,PPHOR,267,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C-1,PISTÃO,1,660,2,1962,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2356,45522,PPHOR,267,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C-1,PISTÃO,1,660,2,1962,BRASIL,PRI,INSTRUÇÃO,****,****,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2397,38845,PTAGV,5167,AVIÃO,"CESSNA AIRCRAFT",170A,PISTÃO,1,998,1,1950,BRASIL,SAE,ESPECIALIZADA,****,****,"OUTRA FASE",ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
2398,32378,PTGEE,2388,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-200A,PISTÃO,1,1550,1,0,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,NULL,2016-07-30
2405,28815,PTCDB,3992,AVIÃO,"CESSNA AIRCRAFT",182G,PISTÃO,1,1270,4,1964,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,1,2016-07-30
2437,48800,PTOQZ,112,AVIÃO,LAVIASA,PA-25-235,PISTÃO,1,1315,1,1992,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
2439,46863,PTOGY,5121,AVIÃO,"CESSNA AIRCRAFT",208,TURBOÉLICE,1,3629,10,1986,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
2454,34416,PTNLC,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711C,PISTÃO,1,1202,4,1977,BRASIL,TPP,PARTICULAR,****,SBRB,DESCIDA,PRIVADA,DESTRUÍDA,NULL,2016-07-30
2469,46573,PPGRU,272,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2469,52935,PPGRU,272,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,SBNM,SSZR,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2486,29975,PPFKV,158,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1990,BRASIL,PIN,INSTRUÇÃO,****,****,"CORRIDA APÓS POUSO",INSTRUÇÃO,***,NULL,2016-07-30
2486,45835,PPFKV,158,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1990,BRASIL,PRI,INSTRUÇÃO,SSBL,SSBL,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2508,37183,PPGON,291,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,3,1993,BRASIL,PRI,INSTRUÇÃO,****,****,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2511,37876,PPGQA,169,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,SSCN,SSCN,"CORRIDA APÓS POUSO",INSTRUÇÃO,LEVE,NULL,2016-07-30
2536,51656,PTOAI,3992,AVIÃO,"BEECH AIRCRAFT",A36,PISTÃO,1,1655,6,1984,BRASIL,TPP,PARTICULAR,SBDN,SIJG,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
2590,46582,PTVRV,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-810D,PISTÃO,2,2155,6,1995,BRASIL,TPP,PARTICULAR,SJHG,SBCY,CRUZEIRO,PRIVADA,DESTRUÍDA,4,2016-07-30
2630,38645,PPGNU,193,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1985,BRASIL,PRI,INSTRUÇÃO,SBGO,SBGO,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2664,43732,PTESV,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1978,BRASIL,TPP,PARTICULAR,SBRB,SWUI,"CORRIDA APÓS POUSO",PRIVADA,LEVE,NULL,2016-07-30
2665,45524,PPGKQ,321,AVIÃO,"PIPER AIRCRAFT",PA-18,PISTÃO,1,680,2,1950,BRASIL,PRI,INSTRUÇÃO,SBJD,****,"CORRIDA APÓS POUSO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2683,30316,PTSDB,5029,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,2,5670,19,1981,BRASIL,TPX,"TÁXI AÉREO",****,****,SUBIDA,"TÁXI AÉREO",DESTRUÍDA,2,2016-07-30
2691,46563,PTLHE,3992,AVIÃO,"PIPER AIRCRAFT",PA-31,PISTÃO,2,2948,8,1974,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
2696,51439,PPGSG,270,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1994,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2760,46338,PTRCA,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,7,1980,BRASIL,TPP,PARTICULAR,SSDL,SITJ,"APROXIMAÇÃO FINAL",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
2765,49125,PTHCH,3992,HELICÓPTERO,"BELL HELICOPTER",206B,TURBOEIXO,1,1451,5,1970,BRASIL,TPP,PARTICULAR,****,SBSR,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
2768,32376,PTRMG,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1981,BRASIL,TPP,PARTICULAR,SNJP,SIMK,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
2835,46496,PTHNE,3992,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1,1950,6,1989,BRASIL,TPP,PARTICULAR,SDCO,SIVX,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
2844,46256,PTHZE,1814,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1,1950,6,1980,BRASIL,PRI,INSTRUÇÃO,SBPR,SBPR,"APROXIMAÇÃO FINAL",INSTRUÇÃO,DESTRUÍDA,NULL,2016-07-30
2871,27531,PPGLW,3992,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1992,BRASIL,TPP,PARTICULAR,****,****,INDETERMINADA,PRIVADA,***,NULL,2016-07-30
2901,53225,PPGAA,2361,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,3,1990,BRASIL,PRI,INSTRUÇÃO,SBBI,SBBI,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2908,43657,PTWCU,4565,AVIÃO,"CESSNA AIRCRAFT",A188B,PISTÃO,1,1905,1,1975,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
2915,36055,PPFKZ,231,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,3,1990,BRASIL,PRI,INSTRUÇÃO,SSNH,SSNH,"CORRIDA APÓS POUSO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2919,46093,PTENG,3671,AVIÃO,EMBRAER,"EMB-820C NAVAJO",TURBOÉLICE,2,3175,5,1977,BRASIL,SAE-AL,ESPECIALIZADA,SNGI,SNBR,"NAVEGAÇÃO A BAIXA ALTURA",ESPECIALIZADA,DESTRUÍDA,1,2016-07-30
2937,46356,PTANF,934,AVIÃO,"CESSNA AIRCRAFT",170A,PISTÃO,1,998,1,1951,BRASIL,SAE-AP,ESPECIALIZADA,****,****,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
2942,45213,PPKBU,161,AVIÃO,XAVANTE,A-122-A,PISTÃO,1,840,2,1971,BRASIL,PRI,INSTRUÇÃO,****,****,"NAVEGAÇÃO A BAIXA ALTURA",INSTRUÇÃO,LEVE,NULL,2016-07-30
2942,46337,PPKBU,161,AVIÃO,XAVANTE,A-122-A,PISTÃO,1,840,2,1971,BRASIL,PRI,INSTRUÇÃO,SDXF,SWUZ,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
2956,44794,PPGMG,218,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1992,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,NENHUM,NULL,2016-07-30
2956,45274,PPGMG,218,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1992,BRASIL,PRI,INSTRUÇÃO,SBLO,SBLO,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
3013,48879,PPFPO,312,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-712,PISTÃO,1,1157,4,1979,BRASIL,PRI,INSTRUÇÃO,SBJC,****,"CORRIDA APÓS POUSO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
3025,45188,PPGAX,227,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1992,BRASIL,PRI,INSTRUÇÃO,SSNG,SSNG,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
3045,39916,PTLJK,3259,AVIÃO,LEARJET,35A,JATO,2,8301,10,1981,BRASIL,TPX,"TÁXI AÉREO",****,****,DECOLAGEM,"TÁXI AÉREO",LEVE,NULL,2016-07-30
3054,33315,PTWHF,3259,AVIÃO,"BEECH AIRCRAFT",400A,JATO,2,7303,10,1993,BRASIL,TPX,"TÁXI AÉREO",SBSP,SBSJ,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
3075,53109,PTLSS,3992,AVIÃO,"BEECH AIRCRAFT",E55,PISTÃO,2,2404,6,1980,BRASIL,TPP,PARTICULAR,****,****,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
3076,32641,PTLTY,3889,AVIÃO,"BEECH AIRCRAFT",95-B55,PISTÃO,2,2268,2,1979,BRASIL,TPX,"TÁXI AÉREO",SWRD,SBBW,DECOLAGEM,"TÁXI AÉREO",DESTRUÍDA,NULL,2016-07-30
3104,37796,PTRAS,1543,AVIÃO,EMBRAER,"EMB-820C NAVAJO",PISTÃO,2,3175,7,1979,BRASIL,ADF,"ADMINISTRAÇÃO DIRETA",SBGO,SBGO,"CORRIDA APÓS POUSO",POLICIAL,SUBSTANCIAL,NULL,2016-07-30
3119,47694,PTBVC,3992,AVIÃO,"CESSNA AIRCRAFT",172D,PISTÃO,1,1043,4,1963,BRASIL,TPP,PARTICULAR,SWBB,****,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
3119,51753,PTBVC,3992,AVIÃO,"CESSNA AIRCRAFT",172D,PISTÃO,1,1043,4,1963,BRASIL,TPP,PARTICULAR,SWBB,SWBB,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
3140,34078,PPEHX,866,AVIÃO,EMBRAER,"EMB-820C NAVAJO",PISTÃO,2,3175,8,1981,BRASIL,TPX,"TÁXI AÉREO",SWKK,SWRL,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
3154,33335,PTRZV,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720D,PISTÃO,1,1633,7,1985,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
3154,44403,PTRZV,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720D,PISTÃO,1,1633,7,1985,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,LEVE,NULL,2016-07-30
3166,50238,PTCNL,309,AVIÃO,"CESSNA AIRCRAFT",172A,PISTÃO,1,998,4,1960,BRASIL,PRI,INSTRUÇÃO,SBTE,SBTE,DECOLAGEM,INSTRUÇÃO,DESTRUÍDA,4,2016-07-30
3178,33856,PTHRH,1652,HELICÓPTERO,"BELL HELICOPTER",412,TURBOEIXO,2,5262,13,1982,BRASIL,TPX,"TÁXI AÉREO",****,****,POUSO,POLICIAL,SUBSTANCIAL,NULL,2016-07-30
3190,35016,PTLDO,1988,AVIÃO,"NORTH AMERICAN",AT-6D,PISTÃO,1,2404,2,1942,BRASIL,SAE,ESPECIALIZADA,SBMT,SBRJ,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
3200,44188,PTIRJ,3992,AVIÃO,"CESSNA AIRCRAFT",210L,PISTÃO,1,1723,6,1973,BRASIL,TPP,PARTICULAR,SWNV,SWNV,TÁXI,PRIVADA,NENHUM,NULL,2016-07-30
3200,45414,PTIRJ,3992,AVIÃO,"CESSNA AIRCRAFT",210L,PISTÃO,1,1723,6,1973,BRASIL,TPP,PARTICULAR,SWLV,SBCY,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
3267,28615,PPERJ,1517,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1,1950,6,1990,BRASIL,ADE,"ADMINISTRAÇÃO DIRETA",****,****,"APROXIMAÇÃO FINAL","NÃO REGULAR",SUBSTANCIAL,NULL,2016-07-30
3277,31455,PTCBO,2105,AVIÃO,"PIPER AIRCRAFT",PA-18,PISTÃO,1,680,2,1953,BRASIL,SAE-AP,ESPECIALIZADA,****,****,"OUTRA FASE",ESPECIALIZADA,SUBSTANCIAL,1,2016-07-30
3292,26779,PTIGL,4936,AVIÃO,"TWIN COMMANDER",500-S,PISTÃO,2,3062,6,1972,BRASIL,TPX,"TÁXI AÉREO",****,****,"CIRCUITO DE TRÁFEGO","TÁXI AÉREO",LEVE,NULL,2016-07-30
3317,34501,PTOSR,3992,AVIÃO,"BEECH AIRCRAFT",200,TURBOÉLICE,2,5670,10,1981,BRASIL,TPP,PARTICULAR,SBTE,SBRF,"APROXIMAÇÃO FINAL",PRIVADA,DESTRUÍDA,2,2016-07-30
3326,46746,PTUMV,4267,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-202,PISTÃO,1,1800,1,2001,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
3335,29095,PTEXU,4787,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721C,PISTÃO,1,1633,7,1979,BRASIL,TPX,"TÁXI AÉREO",SBJC,SNKX,CRUZEIRO,"TÁXI AÉREO",DESTRUÍDA,NULL,2016-07-30
3352,45594,PTGQD,1552,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201,PISTÃO,1,1800,1,0,BRASIL,SAE-AG,AGRÍCOLA,****,****,"OUTRA FASE",AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
3355,53119,PPHBK,167,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1946,BRASIL,PRI,INSTRUÇÃO,SSKM,SSKM,INDETERMINADA,INSTRUÇÃO,DESTRUÍDA,2,2016-07-30
3355,43910,PPHBK,167,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1946,BRASIL,PRI,INSTRUÇÃO,****,****,MANOBRA,INSTRUÇÃO,LEVE,NULL,2016-07-30
3413,51445,PTGXF,5368,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1981,BRASIL,SAE-AG,AGRÍCOLA,SSKZ,****,POUSO,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
3413,30040,PTGXF,1657,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1981,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,LEVE,NULL,2016-07-30
3416,27489,PTRAA,3402,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1980,BRASIL,TPX,"TÁXI AÉREO",****,****,INDETERMINADA,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
3424,36216,PPDLF,288,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1947,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,LEVE,NULL,2016-07-30
3424,33221,PPDLF,288,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1947,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
3424,38358,PPDLF,288,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1947,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
3425,29977,PTWJW,3992,AVIÃO,"PIPER AIRCRAFT",PA-30,PISTÃO,2,1633,6,1968,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
3425,43463,PTWJW,193,AVIÃO,"PIPER AIRCRAFT",PA-30,PISTÃO,2,1633,6,1968,BRASIL,PRI,INSTRUÇÃO,****,****,DESCIDA,INSTRUÇÃO,NENHUM,NULL,2016-07-30
3447,43978,PTOIS,3992,AVIÃO,"BEECH AIRCRAFT",A36,PISTÃO,1,1633,6,1980,BRASIL,TPP,PARTICULAR,SBBI,SNPA,DECOLAGEM,PRIVADA,DESTRUÍDA,1,2016-07-30
3449,51654,PTNKG,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711C,PISTÃO,1,1202,4,1976,BRASIL,TPP,PARTICULAR,SSDO,SSIJ,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
3452,47156,PTUCN,5478,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1987,BRASIL,SAE,ESPECIALIZADA,SSRZ,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
3452,52839,PTUCN,5478,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1987,BRASIL,SAE-AG,AGRÍCOLA,****,****,"CORRIDA APÓS POUSO",AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
3469,44967,PTIUN,317,AVIÃO,"PIPER AIRCRAFT",PA-39,PISTÃO,2,1633,6,1972,BRASIL,PRI,INSTRUÇÃO,SBPA,SSBN,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
3486,50801,PTMEO,5029,AVIÃO,"CESSNA AIRCRAFT",208B,TURBOÉLICE,1,4110,11,1994,BRASIL,TPX,"TÁXI AÉREO",****,****,TÁXI,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
3503,39318,PTTAF,4128,AVIÃO,EMBRAER,EMB-110,TURBOÉLICE,2,5600,1,1976,BRASIL,TPX,"TÁXI AÉREO",SBBE,SNWR,DESCIDA,"TÁXI AÉREO",SUBSTANCIAL,2,2016-07-30
3504,34498,PTGVN,873,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1980,BRASIL,SAE-AG,AGRÍCOLA,****,****,SUBIDA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
3508,27853,PTDOI,4829,AVIÃO,"CESSNA AIRCRAFT",U206E,PISTÃO,1,1633,6,1970,BRASIL,TPX,"TÁXI AÉREO",****,****,"RETA FINAL","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
3515,36346,PTNIA,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-710C,PISTÃO,1,1361,4,1978,BRASIL,TPP,PARTICULAR,****,****,"APROXIMAÇÃO FINAL",PRIVADA,NENHUM,NULL,2016-07-30
3533,50978,PTEII,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721C,PISTÃO,1,1633,6,1977,BRASIL,TPP,PARTICULAR,SWJN,SWRP,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
3550,42289,PTKGK,308,AVIÃO,"PIPER AIRCRAFT",PA-34-200,PISTÃO,2,1814,6,1974,BRASIL,PRI,INSTRUÇÃO,SBJR,SBMT,POUSO,INSTRUÇÃO,NENHUM,NULL,2016-07-30
3550,29618,PTKGK,308,AVIÃO,"PIPER AIRCRAFT",PA-34-200,PISTÃO,2,1814,6,1974,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,POUSO,INSTRUÇÃO,LEVE,NULL,2016-07-30
